,Avg,Std,Min,Max,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20
IN,45.60077775146566,17.509597945796777,18.0,100.0,0.08667181844063936,0.07621914019603855,0.0698946597795583,0.07910684508073372,0.07987961117663805,0.06899987798430064,0.07172489526985805,0.0761581323463619,0.07632081994549965,0.08736324073697482,0.05281246187009395,0.04524748851018831,0.04000081343799569,0.0296701508927482,0.02783991540244845,0.021840810184243706,0.004006182128767234,0.0024403139870663357,0.0018098995404075325,0.0019929230894375075
IA,46.66697129077519,18.11755864623904,18.0,100.0,0.08221258134490239,0.07917570498915401,0.06524945770065076,0.07635574837310195,0.06989154013015185,0.0652060737527115,0.06980477223427332,0.07683297180043384,0.07752711496746204,0.08507592190889371,0.05509761388286334,0.04481561822125813,0.04351409978308026,0.03366594360086768,0.03279826464208243,0.028373101952277657,0.005639913232104121,0.0029934924078091106,0.0021258134490238613,0.0036442516268980476
KS,45.23351850031214,17.64378850446639,18.0,100.0,0.08465218991534781,0.0854803091645197,0.07462274567537726,0.0846981965403018,0.07485277880014722,0.06790577843209422,0.06993006993006994,0.07669304379830695,0.07770518954729481,0.08364004416635995,0.04697276407802724,0.04366028708133971,0.03731137283768863,0.027465955097534044,0.028616120721383878,0.024843577475156423,0.004416635995583364,0.0023003312476996686,0.002346337872653662,0.0018862716231137283
KY,46.07915554537224,17.357074924766348,18.0,100.0,0.07664111962679107,0.07576262457968556,0.0690981793947472,0.08030656447850716,0.07739844294326134,0.06791675502105358,0.0741570991487686,0.07600496804095605,0.07745902880857895,0.08709218139408076,0.05676895580261125,0.04774166187028566,0.04295537851019357,0.03189845808972767,0.02862682136257611,0.02120505286116749,0.0036654448517160947,0.0017569900942110207,0.0019387476901638848,0.001605525430916967
LA,45.3277068672676,17.427677244016603,18.0,100.0,0.08065175494948315,0.08596624423290311,0.0759796764585645,0.08430181627051335,0.07300122642060386,0.06470828709922327,0.07154120189219179,0.07381884015651463,0.077731705892659,0.0880686795538165,0.05367050166442796,0.04458914909770484,0.039566664719967296,0.029930502832447584,0.02715645622846464,0.021433160077089296,0.002920049056824155,0.0015768264906850435,0.0016644279623897681,0.0017228289435262513
ME,47.883769578708566,17.43167660528939,18.0,100.0,0.070997273081418,0.06505648617062719,0.05580444098169069,0.06476431632255551,0.07031554343591741,0.06827035449941567,0.07382158161277756,0.08502142578885859,0.08570315543435918,0.09261784183872225,0.06554343591741332,0.05122711336190105,0.04538371640046747,0.03447604207245812,0.033112582781456956,0.02707440592130892,0.004674717569146864,0.0024347487339306585,0.0019477989871445266,0.001753019088430074
MD,45.3224628701954,17.065803569641023,18.0,100.0,0.07813945293573536,0.0788882526538343,0.07078359688146942,0.08227987490640004,0.0790864643439193,0.07428533673963793,0.07785314716116813,0.07884420561159318,0.08018764039994715,0.08498876800422851,0.05210765097123728,0.04343038364973792,0.03847509139761265,0.02585561379553363,0.02578954323217196,0.019711051402898295,0.0038320926749768752,0.0018499757741267675,0.0015636699995595295,0.0020481874642117783
MA,45.55770517374948,17.536225061109064,18.0,100.0,0.0853396674584323,0.08127315914489311,0.06795249406175773,0.07821377672209026,0.07564845605700712,0.06990973871733967,0.07505938242280286,0.07990498812351544,0.07897387173396675,0.08292636579572446,0.053719714964370543,0.0425083135391924,0.037985748218527314,0.027534441805225653,0.02804750593824228,0.024,0.003933491686460807,0.0024323040380047505,0.002356294536817102,0.0022802850356294538
MI,46.52528372544923,17.539097497930573,18.0,100.0,0.083089992036103,0.07387841783912928,0.06043270507034776,0.0715821608707194,0.07349349615078311,0.06937881603397929,0.07296256968409875,0.07839129280594638,0.08251924608441731,0.09163790814972127,0.05752588266525086,0.04640297318821343,0.04336341916644545,0.03170958322272365,0.02894876559596496,0.024064242102468807,0.004260684895142023,0.002282983806742766,0.0020706132200690205,0.002004247411733475
MN,45.52246744782685,17.23608864850582,18.0,100.0,0.07554805233496363,0.08125822388837856,0.07420740336155317,0.08254921919610715,0.07485290101541746,0.06877032696938852,0.07820452344894362,0.08028997740758212,0.07949551875667221,0.08684426127758882,0.05188808063755307,0.04173390600561087,0.03803470791231162,0.02718538196082326,0.02748330395491447,0.02172347873581767,0.0035254102634126963,0.0020358002929566276,0.002308895454206907,0.002060627125797562
MS,45.35875691247236,17.63463449301582,18.0,100.0,0.08870712639522799,0.08251615527136337,0.07243888110624068,0.0845044963622396,0.072755208097971,0.06525373943693795,0.0699082651723982,0.07496949704008316,0.07298115594920693,0.08436892765149803,0.05553798183379276,0.042704143883591665,0.04315603958606354,0.03131637218130055,0.02887613538795246,0.021374666726919428,0.0032084594875502735,0.0019431515206290387,0.0015816349586515433,0.0018979619503818519
MO,46.280146338922926,17.756028997698046,18.0,100.0,0.0807863142618409,0.07933506310743656,0.07137517041206737,0.07568494656757113,0.07027573771933682,0.06502044944808479,0.07188090945072342,0.07467346849025902,0.07889529003034434,0.08716302387967809,0.05549936232903822,0.047275605787413695,0.04413122828620432,0.032191389243150535,0.03128985443511148,0.023879678086107567,0.0037380711552838734,0.00237477461629799,0.0025726725009894893,0.0019569901930603806
MT,46.91579859747518,17.867983560709337,18.0,100.0,0.08209641402863523,0.0777617233679233,0.06410088007355838,0.07657953500591094,0.06291869171154604,0.05727045842637594,0.06528306843557073,0.07749901484303165,0.08249047681597267,0.09772757125968738,0.05950348088795481,0.0505713910416393,0.0457112833311441,0.036647839222382766,0.027584395113621436,0.023249704452909498,0.004071982135820307,0.0036779193484828584,0.0034152108235912257,0.0018389596742414292
NE,45.53041522874464,17.832468713672842,18.0,100.0,0.08353580105759612,0.08660854651993712,0.07581820780334429,0.07903387165928255,0.07781906531370587,0.06009718450764613,0.07081606402744033,0.07538945262255252,0.07781906531370587,0.08596541374874947,0.04823495783907389,0.044947834786337,0.03673002715449478,0.03129912819779906,0.03044161783621552,0.022366728597970557,0.005145062169501215,0.0021437759039588393,0.0033585822495355152,0.0024296126911533514
NV,44.211102829930184,16.820712871088745,18.0,100.0,0.07850508624502432,0.08659885006634233,0.08168951791242812,0.09265811587793012,0.08549314462627156,0.07832817337461301,0.073109243697479,0.07178239716939408,0.0685095090667846,0.07700132684652808,0.04953560371517028,0.04608580274214949,0.0400265369305617,0.027421494913754976,0.022910216718266253,0.014772224679345422,0.0017249004865103937,0.0011499336576735958,0.0015479876160990713,0.0011499336576735958
NH,46.555831476878886,17.06911797960291,18.0,100.0,0.0782326313717772,0.06750639637866562,0.061798858492422754,0.06976973036803778,0.06986813619366267,0.07665813816177917,0.07695335563865381,0.08679393820114151,0.08462901003739422,0.09348553434363314,0.062094075969297384,0.044577839008069275,0.03916551859870104,0.0308010234205865,0.025782326313717772,0.022338122416847076,0.0035426097224955716,0.002460145640621925,0.001672899035622909,0.0018697106868726628
NJ,45.94612970799456,17.217309044595456,18.0,100.0,0.07065799109909301,0.07644639738606275,0.06872852233676977,0.07974198636696524,0.08079826488648527,0.07600980226466114,0.07967156779899724,0.08130527857585489,0.07957298180384204,0.08178412483803729,0.0507717875049293,0.04363134471297392,0.03960340262520421,0.028632189735789532,0.02853360374063433,0.0235198017013126,0.003985690946988902,0.0022393104613824574,0.002112557039040054,0.0022533941749760577
NM,45.35438499080228,17.446771540327234,18.0,100.0,0.08396817335364821,0.085153208058236,0.07302070989221827,0.08334744088934033,0.07211782630777044,0.06325828113537611,0.07144066361943457,0.0776479882625134,0.07561650019750578,0.08695897522713165,0.054511596411037755,0.04599063258281135,0.04243552846904802,0.030077309406918346,0.02691721686135094,0.018791264601320468,0.0032729529936233845,0.002031488065007618,0.0016364764968116923,0.0018057671688956605
NY,45.17035591608044,17.506617939833312,18.0,100.0,0.08341593358939413,0.08420270102837318,0.07546772394994425,0.08305662247552967,0.07601288563994549,0.07126130591004833,0.07415437987857762,0.07554825919960352,0.07481105191426093,0.08064056498575145,0.05151158468591253,0.04267129228100607,0.03817370833849585,0.02897410481972494,0.027208524346425473,0.022853425845620123,0.003803741791599554,0.002137281625573039,0.002143476644777599,0.0019514310494362533
NC,45.30807709205904,17.296253454466992,18.0,100.0,0.08251772528807766,0.07966031538328015,0.07075427610057014,0.08265124911540464,0.08275806817726623,0.07207616199110731,0.07529408622968768,0.07367844791903115,0.07214292390477081,0.08347909684483196,0.05455783584580669,0.04436996782075761,0.04041766253187881,0.030590308840612607,0.026624651169001107,0.01988169788898829,0.00336480044864006,0.00168240022432003,0.0018159240516470163,0.00168240022432003
ND,45.57106692644318,18.388679746095622,18.0,100.0,0.09493426140757927,0.0951276102088167,0.07695282289249807,0.07289249806651199,0.06148491879350348,0.056651198762567676,0.0663186388244393,0.07617942768754833,0.07521268368136118,0.0891337973704563,0.05104408352668213,0.04369682907965971,0.03847641144624903,0.028035576179427688,0.02919566898685228,0.03054911059551431,0.005220417633410673,0.0027068832173240526,0.0036736272235112144,0.0025135344160866204
OH,46.58851235212562,17.59333859861335,18.0,100.0,0.07876277334675989,0.07316710341118447,0.06525992973944089,0.07436862763047981,0.07428852601586013,0.06848688049983408,0.07322431885019853,0.07614230623991577,0.08083397223906899,0.09085811715433292,0.058611495726006706,0.04571513577223678,0.041607067251027016,0.031880442618636214,0.030656032223735252,0.025174793166187964,0.00430260101385758,0.0020826419801119136,0.0020826419801119136,0.002494593141013171
OK,45.2857966529057,17.61483873959966,18.0,100.0,0.08549802167555479,0.08597970067091003,0.07751591260966799,0.08143815585756065,0.07541716841562016,0.06354722174436607,0.06812317220024083,0.07228625494581112,0.07583003612592465,0.08377773954928608,0.052778255633923965,0.04703251333218648,0.04214691209358335,0.030724238775159125,0.02893514536383967,0.02026492344744538,0.003819026320316532,0.001273008773438844,0.0017890934113194564,0.0018234990538448306
OR,46.008491142314995,17.532212009571243,18.0,100.0,0.07730982696702579,0.0752203721841332,0.07440417890956579,0.08237022526934377,0.07691805419523343,0.06911524649036892,0.07081292850146914,0.07025791707476331,0.0743062357166177,0.09023832843617369,0.05847208619000979,0.04802481227554685,0.04149526607900751,0.03081945804766569,0.02703232125367287,0.02190662748938949,0.003983023179888997,0.002415932092719556,0.0022526934378060723,0.002644466209598433
PA,46.80257337768654,17.87298112793073,18.0,100.0,0.0817531611825891,0.07468136687825046,0.06464203442344255,0.070536872918951,0.069440392720981,0.06778058324698971,0.07253870373909807,0.07856431510225433,0.08114959410113773,0.089156917381726,0.05657435443470913,0.0452574716574958,0.04331599754549387,0.032049412025068155,0.03194881751149292,0.027723847941333278,0.004748061040750837,0.0026255168043134926,0.002796527477391383,0.0027160518665311994
PR,46.05020128539028,17.865265717413113,18.0,100.0,0.08418018227877588,0.07628920012811927,0.07116442943248988,0.08557784701394754,0.07468770928573508,0.06851469003872696,0.0668840811810267,0.0689514602684681,0.06831086393151443,0.08383076609498297,0.05561540925370527,0.0509565268031331,0.04731677488862359,0.035465742654980634,0.031010686311621,0.01991672247619602,0.0039891680983024196,0.0022712051946539324,0.002475031301866465,0.002591503363130769
RI,45.680846109618265,17.89473909954604,18.0,100.0,0.09906043382438232,0.07876116459807447,0.06217376174457719,0.07516529404941422,0.0720334067973553,0.06681359471059042,0.07029346943510034,0.07586126899431621,0.08166106020183274,0.08780883888180026,0.05405405405405406,0.04338243823222364,0.040946525925066694,0.027375014499478018,0.026331052082125044,0.025867068785523722,0.0037118663728105787,0.0030158914279085954,0.002203920658856281,0.0034798747245099178
SC,45.776836340876145,17.425876095468766,18.0,100.0,0.08448549253067016,0.07989540156341281,0.06840626477870197,0.07819845884218432,0.07563913539377416,0.06860099591064622,0.06999193256739088,0.07480457339972738,0.07330236181044315,0.08417948646618632,0.05822460845133113,0.05157593123209169,0.04709711519737391,0.0319637243719921,0.02784655186802793,0.018471638801568976,0.0028653295128939827,0.0017803989206331544,0.001446574123014438,0.0012240242579352936
SD,46.383252326233986,17.97885297814298,18.0,100.0,0.08001996340043253,0.08151721843287306,0.07170187988687407,0.07569455997338213,0.07353185825985693,0.05972383962734986,0.07253368823822991,0.07353185825985693,0.07602728331392447,0.0933288970221261,0.05190484112460489,0.04242222591914823,0.04192314090833472,0.033771419065047416,0.033771419065047416,0.026118782232573617,0.003992680086508068,0.0026617867243387125,0.002828148394609882,0.002994510064881051
TN,46.00727325000357,17.38710252871958,18.0,100.0,0.07833564833728246,0.07706920500040854,0.06930713293569736,0.07833564833728246,0.07792711822861345,0.06910286788136286,0.07406650870169132,0.07396437617452406,0.07747773510907754,0.08468829152708554,0.05692867064302639,0.04902361304028107,0.044223384263420214,0.031681509927281644,0.02788217991665986,0.021468257210556417,0.003390799901952774,0.0017771059727101888,0.001470708391208432,0.001879238499877441
TX,43.4814401812554,16.8704470243952,18.0,100.0,0.0881583992749329,0.09138534627432038,0.0822074707806921,0.09340716800541808,0.08805382228884163,0.07468788749508239,0.07421978098591199,0.07261626719917932,0.07243201250939948,0.0748123839070958,0.04650189981524733,0.03867356542784437,0.03313596502148808,0.023803713976963185,0.0221703210513473,0.016363808395042055,0.0030426923096076373,0.0014142792404722895,0.0014341986663944345,0.0014790173747192606
UT,41.832589694190204,17.18452338844715,18.0,100.0,0.10494197679071629,0.10894357743097238,0.09903961584633854,0.10784313725490197,0.08163265306122448,0.06192476990796319,0.0665266106442577,0.0665266106442577,0.06087434973989596,0.06877751100440176,0.04201680672268908,0.033713485394157666,0.028761504601840737,0.022108843537414966,0.02180872348939576,0.016606642657062826,0.003401360544217687,0.0015506202480992397,0.0014005602240896359,0.001600640256102441
VT,47.43676111013496,17.827041240841506,18.0,100.0,0.08925281473899693,0.06714431934493346,0.0526100307062436,0.06775844421699079,0.06202661207778915,0.05916069600818833,0.0759467758444217,0.08372569089048107,0.08167860798362334,0.10276356192425794,0.06038894575230297,0.04605936540429888,0.04605936540429888,0.03500511770726714,0.03254861821903787,0.02456499488229273,0.00511770726714432,0.0026612077789150462,0.0028659160696008186,0.0026612077789150462
VA,44.94816368380153,17.101464277748807,18.0,100.0,0.08040080926512991,0.08505249072053271,0.0733436350023099,0.08205757252321857,0.08001847928249406,0.07425166871107004,0.07586064072132924,0.07641820527933985,0.07793159479394007,0.08138849505360585,0.05322351966609848,0.04250234973635161,0.0380577636882099,0.026810890032338743,0.025010753030761633,0.019323594539053416,0.0034409698437226194,0.0016726936740318289,0.0014815286827139056,0.0017523457537476303
WA,45.06175321430506,17.165346889326827,18.0,100.0,0.07952968533173312,0.0827738814086937,0.07551663353711136,0.08669317031091775,0.07795446873945168,0.07094100438810337,0.07101601470202153,0.07570415932190676,0.07688557176611784,0.08871844878670818,0.0543262198552301,0.04358099238645314,0.03630499193639125,0.027566290364925177,0.023478228256385254,0.019540186775681655,0.003544237332633237,0.0022503094175449125,0.0018002475340359299,0.0018752578479540936
WV,48.21582264075603,17.748205339778956,18.0,100.0,0.06742896742896742,0.06888426888426888,0.05606375606375606,0.07352737352737353,0.06936936936936937,0.06223146223146223,0.06798336798336799,0.07117117117117117,0.08406098406098406,0.09764379764379764,0.06278586278586279,0.05467775467775468,0.05038115038115038,0.03908523908523909,0.034996534996534996,0.02855162855162855,0.004227304227304227,0.0022176022176022174,0.002079002079002079,0.0026334026334026333
WI,46.13199027859001,17.62550738893396,18.0,100.0,0.08076485317550648,0.0796722057819258,0.06656043705895744,0.07682676986114273,0.07238788982472115,0.06888231277031641,0.07334395629410426,0.07785112679262463,0.07974049624402459,0.08987024812201229,0.05429091736854086,0.043842476667425447,0.03947188709310266,0.03068518096972456,0.029296608240382428,0.0250170726155247,0.004529933985886638,0.0022763487366264513,0.0023674026860915093,0.00232187571135898
WY,45.73619399841419,17.621535441372416,18.0,100.0,0.08217592592592593,0.0837962962962963,0.07685185185185185,0.0763888888888889,0.07013888888888889,0.06689814814814815,0.06689814814814815,0.06759259259259259,0.07824074074074074,0.10023148148148148,0.05740740740740741,0.04513888888888889,0.0375,0.03194444444444444,0.02962962962962963,0.017361111111111112,0.004861111111111111,0.0020833333333333333,0.0030092592592592593,0.001851851851851852
